human_study_id,layer,rater,scenario_id,legacy_scenario_id,provenance,response_match,created_at,updated_at,source_evaluator_sha256
618,l1,annotator_c,NLEB-AM-ST-002,NLB-v3-AM-ST-002,snapshot_recovered,True,2026-04-18T06:04:51.622Z,2026-04-18T06:04:51.622Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
526,l1,annotator_a,NLEB-AM-ST-003,NLB-v3-AM-ST-003,snapshot_recovered,True,2026-04-17T12:33:57.719Z,2026-04-17T12:33:57.719Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
989,l1,annotator_b,NLEB-AM-ST-003,NLB-v3-AM-ST-003,snapshot_recovered,True,2026-04-19T09:06:44.239Z,2026-04-19T09:06:44.239Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
631,l1,annotator_c,NLEB-AM-ST-003,NLB-v3-AM-ST-003,snapshot_recovered,True,2026-04-18T06:12:56.508Z,2026-04-18T06:12:56.508Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
463,l1,annotator_a,NLEB-AM-ST-004,NLB-v3-AM-ST-004,snapshot_recovered,True,2026-04-17T10:54:46.736Z,2026-04-17T10:54:46.736Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
927,l1,annotator_b,NLEB-AM-ST-004,NLB-v3-AM-ST-004,snapshot_recovered,True,2026-04-18T22:29:37.229Z,2026-04-18T22:29:37.229Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
89,l1,annotator_c,NLEB-AM-ST-004,NLB-v3-AM-ST-004,snapshot_recovered,True,2026-04-16T09:25:15.090Z,2026-04-16T09:25:15.090Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
298,l1,annotator_a,NLEB-AM-ST-005,NLB-v3-AM-ST-005,snapshot_recovered,True,2026-04-17T07:30:02.171Z,2026-04-17T07:30:02.171Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
702,l1,annotator_b,NLEB-AM-ST-005,NLB-v3-AM-ST-005,snapshot_recovered,True,2026-04-18T07:55:01.296Z,2026-04-18T07:55:01.296Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
21,l1,annotator_c,NLEB-AM-ST-005,NLB-v3-AM-ST-005,snapshot_recovered,True,2026-04-16T06:43:55.244Z,2026-04-16T06:43:55.244Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
580,l1,annotator_a,NLEB-CX-AT-001,NLB-v3-CX-AT-001,snapshot_recovered,True,2026-04-17T13:23:05.598Z,2026-04-17T13:23:05.598Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
1048,l1,annotator_b,NLEB-CX-AT-001,NLB-v3-CX-AT-001,snapshot_recovered,True,2026-04-19T10:33:46.889Z,2026-04-19T10:33:46.889Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
685,l1,annotator_c,NLEB-CX-AT-001,NLB-v3-CX-AT-001,snapshot_recovered,True,2026-04-18T06:44:49.993Z,2026-04-18T06:44:49.993Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
2087,l1,annotator_a,NLEB-CX-AT-002,NLB-v3-CX-AT-002,snapshot_recovered,True,2026-04-21T08:33:26.193Z,2026-04-21T08:33:26.193Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
1044,l1,annotator_b,NLEB-CX-AT-002,NLB-v3-CX-AT-002,snapshot_recovered,True,2026-04-19T10:32:21.915Z,2026-04-19T10:32:21.915Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
2203,l1,annotator_c,NLEB-CX-AT-002,NLB-v3-CX-AT-002,snapshot_recovered,True,2026-04-21T09:18:43.220Z,2026-04-21T09:18:43.220Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
488,l1,annotator_a,NLEB-CX-AT-003,NLB-v3-CX-AT-003,snapshot_recovered,True,2026-04-17T11:25:52.632Z,2026-04-17T11:25:52.632Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
952,l1,annotator_b,NLEB-CX-AT-003,NLB-v3-CX-AT-003,snapshot_recovered,True,2026-04-18T23:37:48.353Z,2026-04-18T23:37:48.353Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
116,l1,annotator_c,NLEB-CX-AT-003,NLB-v3-CX-AT-003,snapshot_recovered,True,2026-04-16T09:46:47.808Z,2026-04-16T09:46:47.808Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
477,l1,annotator_a,NLEB-CX-AT-004,NLB-v3-CX-AT-004,snapshot_recovered,True,2026-04-17T11:15:21.699Z,2026-04-17T11:15:21.699Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
941,l1,annotator_b,NLEB-CX-AT-004,NLB-v3-CX-AT-004,snapshot_recovered,True,2026-04-18T23:03:38.260Z,2026-04-18T23:03:38.260Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
103,l1,annotator_c,NLEB-CX-AT-004,NLB-v3-CX-AT-004,snapshot_recovered,True,2026-04-16T09:38:21.445Z,2026-04-16T09:38:21.445Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
331,l1,annotator_a,NLEB-CX-AT-005,NLB-v3-CX-AT-005,snapshot_recovered,True,2026-04-17T09:19:12.385Z,2026-04-17T09:19:12.385Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
774,l1,annotator_b,NLEB-CX-AT-005,NLB-v3-CX-AT-005,snapshot_recovered,True,2026-04-18T10:04:13.676Z,2026-04-18T10:04:53.521Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
53,l1,annotator_c,NLEB-CX-AT-005,NLB-v3-CX-AT-005,snapshot_recovered,True,2026-04-16T07:19:37.486Z,2026-04-16T07:19:37.486Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
390,l1,annotator_a,NLEB-CX-AT-006,NLB-v3-CX-AT-006,snapshot_recovered,True,2026-04-17T09:58:39.880Z,2026-04-17T09:58:39.880Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
778,l1,annotator_b,NLEB-CX-AT-006,NLB-v3-CX-AT-006,snapshot_recovered,True,2026-04-18T10:07:05.361Z,2026-04-18T10:07:05.361Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
55,l1,annotator_c,NLEB-CX-AT-006,NLB-v3-CX-AT-006,snapshot_recovered,True,2026-04-16T07:20:45.476Z,2026-04-16T07:20:45.476Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
453,l1,annotator_a,NLEB-CX-AT-007,NLB-v3-CX-AT-007,snapshot_recovered,True,2026-04-17T10:42:09.498Z,2026-04-17T10:42:09.498Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
917,l1,annotator_b,NLEB-CX-AT-007,NLB-v3-CX-AT-007,snapshot_recovered,True,2026-04-18T21:59:11.312Z,2026-04-18T21:59:11.312Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
2139,l1,annotator_c,NLEB-CX-AT-007,NLB-v3-CX-AT-007,snapshot_recovered,True,2026-04-21T08:52:13.965Z,2026-04-21T08:52:13.965Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
548,l1,annotator_a,NLEB-CX-AT-008,NLB-v3-CX-AT-008,snapshot_recovered,True,2026-04-17T12:59:08.687Z,2026-04-17T12:59:08.687Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
1014,l1,annotator_b,NLEB-CX-AT-008,NLB-v3-CX-AT-008,snapshot_recovered,True,2026-04-19T09:45:06.729Z,2026-04-19T09:45:06.729Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
653,l1,annotator_c,NLEB-CX-AT-008,NLB-v3-CX-AT-008,snapshot_recovered,True,2026-04-18T06:29:23.176Z,2026-04-18T06:29:23.176Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
115,l1,annotator_a,NLEB-CX-AT-009,NLB-v3-CX-AT-009,snapshot_recovered,True,2026-04-16T09:46:38.393Z,2026-04-16T09:46:38.393Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
698,l1,annotator_b,NLEB-CX-AT-009,NLB-v3-CX-AT-009,snapshot_recovered,True,2026-04-18T07:46:59.467Z,2026-04-18T07:46:59.467Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
17,l1,annotator_c,NLEB-CX-AT-009,NLB-v3-CX-AT-009,snapshot_recovered,True,2026-04-16T06:39:57.633Z,2026-04-16T06:39:57.633Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
590,l1,annotator_a,NLEB-CX-AT-010,NLB-v3-CX-AT-010,snapshot_recovered,True,2026-04-17T13:28:09.203Z,2026-04-17T13:28:09.203Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
1058,l1,annotator_b,NLEB-CX-AT-010,NLB-v3-CX-AT-010,snapshot_recovered,True,2026-04-19T10:47:57.464Z,2026-04-19T10:47:57.464Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
695,l1,annotator_c,NLEB-CX-AT-010,NLB-v3-CX-AT-010,snapshot_recovered,True,2026-04-18T06:48:38.663Z,2026-04-18T06:48:38.663Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
2058,l1,annotator_a,NLEB-CX-CO-001,NLB-v3-CX-CO-001,snapshot_recovered,True,2026-04-21T08:26:33.586Z,2026-04-21T08:26:33.586Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
978,l1,annotator_b,NLEB-CX-CO-001,NLB-v3-CX-CO-001,snapshot_recovered,True,2026-04-19T08:36:50.924Z,2026-04-19T08:36:50.924Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
2173,l1,annotator_c,NLEB-CX-CO-001,NLB-v3-CX-CO-001,snapshot_recovered,True,2026-04-21T09:05:40.613Z,2026-04-21T09:05:40.613Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
2029,l1,annotator_a,NLEB-CX-CO-002,NLB-v3-CX-CO-002,snapshot_recovered,True,2026-04-21T08:14:46.656Z,2026-04-21T08:14:46.656Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
942,l1,annotator_b,NLEB-CX-CO-002,NLB-v3-CX-CO-002,snapshot_recovered,True,2026-04-18T23:04:58.828Z,2026-04-18T23:04:58.828Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
104,l1,annotator_c,NLEB-CX-CO-002,NLB-v3-CX-CO-002,snapshot_recovered,True,2026-04-16T09:39:21.764Z,2026-04-16T09:39:21.764Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
507,l1,annotator_a,NLEB-CX-CO-003,NLB-v3-CX-CO-003,snapshot_recovered,True,2026-04-17T11:53:22.910Z,2026-04-17T11:53:22.910Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
970,l1,annotator_b,NLEB-CX-CO-003,NLB-v3-CX-CO-003,snapshot_recovered,True,2026-04-19T08:22:28.595Z,2026-04-19T08:22:28.595Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
612,l1,annotator_c,NLEB-CX-CO-003,NLB-v3-CX-CO-003,snapshot_recovered,True,2026-04-18T06:00:26.961Z,2026-04-18T06:00:26.961Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
539,l1,annotator_a,NLEB-CX-CO-004,NLB-v3-CX-CO-004,snapshot_recovered,True,2026-04-17T12:49:19.590Z,2026-04-17T12:49:19.590Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
1005,l1,annotator_b,NLEB-CX-CO-004,NLB-v3-CX-CO-004,snapshot_recovered,True,2026-04-19T09:31:39.483Z,2026-04-19T09:31:39.483Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
2185,l1,annotator_c,NLEB-CX-CO-004,NLB-v3-CX-CO-004,snapshot_recovered,True,2026-04-21T09:09:48.254Z,2026-04-21T09:09:48.254Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
404,l1,annotator_a,NLEB-CX-CO-005,NLB-v3-CX-CO-005,snapshot_recovered,True,2026-04-17T10:01:38.932Z,2026-04-17T10:01:38.932Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
787,l1,annotator_b,NLEB-CX-CO-005,NLB-v3-CX-CO-005,snapshot_recovered,True,2026-04-18T10:23:46.290Z,2026-04-18T10:23:46.290Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
58,l1,annotator_c,NLEB-CX-CO-005,NLB-v3-CX-CO-005,snapshot_recovered,True,2026-04-16T07:42:54.273Z,2026-04-16T07:42:54.273Z,69947b617400538cbd45fa09eed692ec68bef8e2f19d63bda5e7cb9e7a9d4178
2050,l1,annotator_a,NLEB-CX-CO-006,NLB-v3-CX-CO-006,snapshot_recovered,True,2026-04-21T08:23:47.647Z,2026-04-21T08:23:47.647Z,9251f129e36d22db1b07c86a83bc9268948d98bd80be3b9c6eb8c48ed0ef22ac
963,l1,annotator_b,NLEB-CX-CO-006,NLB-v3-CX-CO-006,snapshot_recovered,True,2026-04-19T07:47:58.155Z,2026-04-19T07:47:58.155Z,37a680133bd09342f934afb8dd2c7d9e1b624da5f35e3a38adb103e37c055ed1
